Время;ISIN;Эмитент;Тип ценной бумаги;Рынок;Площадка;Торговая цена;Кол-во ЦБ;itoog
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
19/01/24 19:15;UZ7056921008 UZINP;<O'zbekinvest>EISKAJ;Прив.акции;STK;G1;1436,99;1;1436,99
